campaign_id,campaign_type,channel,region,impressions,clicks,conversions,revenue_generated,campaign_cost,customer_acquisition_cost,date
CAMP-04427,Email,HubSpot,North America,19764,5915,717,187647.56,3008.15,4.2,2024-05-22
CAMP-04428,Paid Ads,Meta Ads,Europe,6369,299,12,2749.0,3625.65,302.14,2023-05-04
CAMP-04429,Affiliate,Rakuten,Latin America,15398,1577,220,40263.11,4022.19,18.28,2023-04-05
CAMP-04430,SEO/Content,Organic Search,Asia Pacific,49349,3588,197,40717.1,2414.43,12.26,2023-06-10
CAMP-04431,Affiliate,ShareASale,Europe,126539,25873,2479,647837.95,4715.35,1.9,2024-03-19
CAMP-04432,SEO/Content,Organic Search,Asia Pacific,11062,2109,206,14905.29,3363.17,16.33,2023-10-01
CAMP-04433,Affiliate,Rakuten,Latin America,3856,85,1,153.23,500.0,500.0,2023-02-19
CAMP-04434,Social Media,Instagram,North America,77390,6764,938,128406.35,14795.02,15.77,2024-12-09
CAMP-04435,Paid Ads,Meta Ads,Europe,31407,4020,553,136370.12,15420.58,27.89,2024-03-31
CAMP-04436,Social Media,Twitter,Latin America,70225,2945,202,23055.04,3052.49,15.11,2024-11-29
CAMP-04437,Social Media,Instagram,Latin America,21232,178,2,251.83,1450.46,725.23,2023-01-04
CAMP-04438,Email,HubSpot,North America,23781,7626,1412,282673.8,2278.02,1.61,2024-10-06
CAMP-04439,Social Media,Twitter,Middle East & Africa,19547,360,12,995.2,2502.03,208.5,2023-03-06
CAMP-04440,Paid Ads,Bing Ads,Middle East & Africa,16043,1652,149,19138.7,10834.47,72.71,2024-11-05
CAMP-04441,Email,Mailchimp,Europe,56822,27587,5984,1329265.2,2326.5,0.39,2024-05-10
CAMP-04442,Social Media,Instagram,North America,86717,4252,480,66084.4,8427.07,17.56,2023-11-13
CAMP-04443,Influencer,TikTok Influencer,Europe,62247,2678,46,12872.74,13109.36,284.99,2023-05-03
CAMP-04444,SEO/Content,Organic Search,Europe,16004,2931,151,25756.34,2792.3,18.49,2024-08-10
CAMP-04445,Email,Mailchimp,Latin America,9708,630,47,6071.35,2027.95,43.15,2024-06-25
CAMP-04446,Affiliate,CJ Affiliate,Latin America,10521,884,67,10796.39,1227.25,18.32,2023-06-18
CAMP-04447,Social Media,Facebook,Europe,54158,2980,316,48392.76,6575.3,20.81,2024-01-23
CAMP-04448,Paid Ads,Meta Ads,Middle East & Africa,11779,55,2,239.59,4751.2,2375.6,2024-02-05
CAMP-04449,Affiliate,CJ Affiliate,Middle East & Africa,13380,1050,45,6958.82,1355.13,30.11,2024-10-22
CAMP-04450,Affiliate,Rakuten,Latin America,28360,611,27,4529.22,1148.93,42.55,2023-09-10
CAMP-04451,Affiliate,ShareASale,Middle East & Africa,39100,3990,543,70322.73,2460.6,4.53,2023-12-27
CAMP-04452,Affiliate,Rakuten,Europe,2686,150,8,2401.55,1730.76,216.34,2023-08-29
CAMP-04453,Social Media,Twitter,Europe,46679,1649,175,23682.19,9872.96,56.42,2024-12-17
CAMP-04454,SEO/Content,Content Hub,Middle East & Africa,4625,123,3,255.33,1448.97,482.99,2023-06-28
CAMP-04455,Paid Ads,YouTube Ads,Europe,78729,14000,2586,602516.96,15199.69,5.88,2023-12-29
CAMP-04456,Social Media,Twitter,Latin America,31883,1334,52,4717.19,4892.39,94.08,2023-03-31
CAMP-04457,Email,SendGrid,Latin America,68542,12002,543,82169.13,635.61,1.17,2023-04-04
CAMP-04458,SEO/Content,Organic Search,North America,33707,9076,495,72105.35,7392.16,14.93,2024-06-07
CAMP-04459,SEO/Content,Organic Search,North America,19885,4537,647,166100.9,2883.96,4.46,2024-06-01
CAMP-04460,Social Media,Twitter,North America,5251,96,2,539.09,4111.27,2055.64,2023-04-12
CAMP-04461,Email,Mailchimp,Latin America,11607,2260,155,20588.23,962.38,6.21,2023-04-13
CAMP-04462,SEO/Content,Blog,Middle East & Africa,47836,4011,374,40883.4,4355.26,11.65,2024-11-25
CAMP-04463,Social Media,Facebook,Latin America,34523,1159,45,4597.98,7260.08,161.34,2024-11-13
CAMP-04464,Affiliate,ShareASale,Asia Pacific,16109,2383,369,67105.18,4211.32,11.41,2024-06-30
CAMP-04465,Influencer,YouTube Influencer,Europe,29559,2522,198,38160.5,33228.46,167.82,2023-11-29
CAMP-04466,Paid Ads,Meta Ads,Europe,132269,24605,3142,830141.44,19190.51,6.11,2023-08-03
CAMP-04467,Social Media,Instagram,Europe,60708,1280,73,7370.71,4931.34,67.55,2023-06-15
CAMP-04468,SEO/Content,Blog,North America,47634,13290,1527,405469.09,5711.46,3.74,2024-09-14
CAMP-04469,Social Media,LinkedIn,Middle East & Africa,17343,96,1,65.46,1780.68,1780.68,2024-11-17
CAMP-04470,SEO/Content,Blog,Europe,14990,1235,137,20024.14,1257.07,9.18,2023-07-02
CAMP-04471,Paid Ads,YouTube Ads,North America,17466,1213,156,41418.03,9284.98,59.52,2024-01-22
CAMP-04472,SEO/Content,Organic Search,Europe,111416,23725,612,77687.56,4960.5,8.11,2024-01-16
CAMP-04473,Influencer,Instagram Influencer,Latin America,9185,127,0,0.0,5300.75,5300.75,2023-09-08
CAMP-04474,Affiliate,CJ Affiliate,Middle East & Africa,25413,1794,122,11066.13,1215.83,9.97,2023-02-26
CAMP-04475,Affiliate,ShareASale,Asia Pacific,45816,6373,844,127273.34,4654.24,5.51,2023-04-18
CAMP-04476,Email,SendGrid,Asia Pacific,67664,26729,5547,1053605.54,3009.41,0.54,2023-08-23
CAMP-04477,Paid Ads,Google Ads,Middle East & Africa,10120,298,14,1518.32,6284.6,448.9,2023-11-28
CAMP-04478,Affiliate,CJ Affiliate,Europe,20927,2410,383,90294.89,3752.99,9.8,2024-01-30
CAMP-04479,Affiliate,CJ Affiliate,Middle East & Africa,34049,1991,142,13199.51,1579.79,11.13,2023-10-21
CAMP-04480,Social Media,Twitter,Asia Pacific,15403,188,2,295.52,2076.03,1038.02,2024-01-31
CAMP-04481,Affiliate,ShareASale,Latin America,10299,504,18,2738.99,1540.26,85.57,2023-02-16
CAMP-04482,Paid Ads,Google Ads,Europe,31604,3199,354,88337.05,15956.26,45.07,2024-10-03
CAMP-04483,Paid Ads,Google Ads,Latin America,28356,476,7,875.86,1812.76,258.97,2023-10-02
CAMP-04484,SEO/Content,Content Hub,Asia Pacific,81182,19709,1661,183582.83,5708.76,3.44,2023-12-04
CAMP-04485,Email,HubSpot,North America,56440,27803,5223,1221965.48,4468.93,0.86,2024-08-13
CAMP-04486,SEO/Content,Blog,Middle East & Africa,12558,1274,93,15978.76,3751.67,40.34,2023-11-25
CAMP-04487,Influencer,YouTube Influencer,Europe,69869,6359,313,88904.24,12047.11,38.49,2023-03-03
CAMP-04488,Email,Mailchimp,North America,96737,22441,1758,275358.23,1908.78,1.09,2023-09-17
CAMP-04489,Social Media,Facebook,North America,68651,3219,233,37772.44,11380.95,48.85,2024-09-29
CAMP-04490,Influencer,Instagram Influencer,Europe,15207,598,15,3414.42,10970.17,731.34,2024-11-08
CAMP-04491,Paid Ads,Google Ads,Europe,30685,4217,495,113187.38,25613.35,51.74,2024-08-08
CAMP-04492,Affiliate,ShareASale,Middle East & Africa,25942,1590,89,12471.83,1391.64,15.64,2024-02-18
CAMP-04493,SEO/Content,Content Hub,Latin America,3577,131,6,460.96,662.84,110.47,2024-02-20
CAMP-04494,SEO/Content,Organic Search,Europe,122358,7108,339,37913.6,3074.49,9.07,2023-03-17
CAMP-04495,Influencer,YouTube Influencer,Europe,26651,2683,74,15864.1,19001.89,256.78,2023-03-23
CAMP-04496,Social Media,Instagram,Latin America,28324,526,15,1430.31,1301.59,86.77,2024-10-29
CAMP-04497,Email,SendGrid,Asia Pacific,295354,95500,12994,2897577.74,5837.32,0.45,2024-12-13
CAMP-04498,SEO/Content,Content Hub,Middle East & Africa,17520,1474,33,2937.43,3481.38,105.5,2024-05-01
CAMP-04499,Influencer,YouTube Influencer,Europe,16650,1209,40,8653.81,10440.78,261.02,2024-10-14
CAMP-04500,Affiliate,Rakuten,Middle East & Africa,37861,2263,100,12976.54,1512.34,15.12,2024-12-16
CAMP-04501,Social Media,Facebook,Middle East & Africa,48904,1281,33,2872.03,3387.79,102.66,2023-04-04
CAMP-04502,Influencer,YouTube Influencer,Asia Pacific,7521,223,3,504.49,5362.57,1787.52,2023-07-12
CAMP-04503,SEO/Content,Content Hub,Middle East & Africa,23380,2012,103,11789.47,1501.24,14.58,2024-10-14
CAMP-04504,Social Media,Facebook,Europe,85710,3262,176,34467.95,8131.63,46.2,2023-02-16
CAMP-04505,SEO/Content,Blog,Asia Pacific,26206,4003,328,46192.3,3152.48,9.61,2023-01-25
CAMP-04506,Influencer,YouTube Influencer,Asia Pacific,104082,7917,367,48245.78,14096.93,38.41,2023-10-17
CAMP-04507,Influencer,YouTube Influencer,Latin America,74677,2749,100,12002.55,9019.89,90.2,2023-01-08
CAMP-04508,Email,Mailchimp,Latin America,99857,16134,351,26931.61,2050.46,5.84,2024-07-28
CAMP-04509,Paid Ads,Bing Ads,Middle East & Africa,8947,353,4,499.6,3844.13,961.03,2024-11-12
CAMP-04510,Influencer,YouTube Influencer,Asia Pacific,10755,246,6,1403.06,8018.68,1336.45,2024-08-09
CAMP-04511,Influencer,YouTube Influencer,North America,31727,1546,46,7039.79,11704.36,254.44,2024-03-05
CAMP-04512,Influencer,YouTube Influencer,Latin America,26782,241,10,843.35,20866.29,2086.63,2024-12-08
CAMP-04513,Paid Ads,Bing Ads,North America,48771,4949,508,96607.26,15066.26,29.66,2023-01-24
CAMP-04514,Paid Ads,Bing Ads,Europe,235267,26534,3484,991727.63,26380.17,7.57,2024-04-26
CAMP-04515,SEO/Content,Content Hub,Latin America,38863,2699,145,20180.65,1507.1,10.39,2023-10-06
CAMP-04516,SEO/Content,Blog,Latin America,23700,1280,40,5430.25,1091.74,27.29,2024-03-27
CAMP-04517,Affiliate,Rakuten,Asia Pacific,56516,656,83,13847.03,5528.28,66.61,2023-05-21
CAMP-04518,Influencer,Instagram Influencer,Asia Pacific,27164,590,5,868.42,3812.41,762.48,2023-07-30
CAMP-04519,Paid Ads,YouTube Ads,North America,26431,2940,330,94915.03,26362.31,79.89,2023-07-03
CAMP-04520,Email,Mailchimp,Middle East & Africa,4218,660,56,3055.84,1034.72,18.48,2023-06-14
CAMP-04521,Affiliate,CJ Affiliate,Latin America,55740,5617,569,64016.42,904.34,1.59,2023-11-03
CAMP-04522,Email,SendGrid,Middle East & Africa,15182,3191,330,43634.03,2252.89,6.83,2023-10-24
CAMP-04523,SEO/Content,Content Hub,Middle East & Africa,3575,325,25,2792.8,2314.77,92.59,2023-12-10
CAMP-04524,Paid Ads,Bing Ads,Latin America,22142,124,4,927.39,9478.41,2369.6,2024-11-04
CAMP-04525,Paid Ads,Bing Ads,Asia Pacific,46885,1571,111,21281.48,9500.74,85.59,2023-10-27
CAMP-04526,Paid Ads,Bing Ads,North America,158335,16357,2037,721668.29,10624.36,5.22,2023-11-09
CAMP-04527,Influencer,TikTok Influencer,Middle East & Africa,9539,275,4,442.4,6070.93,1517.73,2024-08-26
CAMP-04528,SEO/Content,Blog,Asia Pacific,38963,3461,216,22459.99,2110.13,9.77,2023-10-10
CAMP-04529,Paid Ads,Meta Ads,Middle East & Africa,18582,1033,45,7369.32,7566.97,168.15,2023-10-04
CAMP-04530,Paid Ads,Google Ads,Middle East & Africa,12879,959,47,6451.49,8962.55,190.69,2024-11-23
CAMP-04531,Affiliate,Rakuten,Europe,27741,2179,117,36512.16,2845.38,24.32,2023-05-30
CAMP-04532,SEO/Content,Organic Search,Middle East & Africa,11050,746,31,3094.93,1291.33,41.66,2024-03-06
CAMP-04533,Affiliate,ShareASale,Europe,9051,334,20,2205.06,3350.63,167.53,2024-08-12
CAMP-04534,SEO/Content,Content Hub,Middle East & Africa,19700,2613,94,7174.12,1114.25,11.85,2024-08-19
CAMP-04535,Paid Ads,Google Ads,Europe,7933,266,13,4416.18,4969.24,382.25,2023-06-11
CAMP-04536,Email,HubSpot,Latin America,6760,858,37,4755.57,808.31,21.85,2023-05-13
CAMP-04537,Social Media,Facebook,Latin America,38762,1732,87,8056.2,7446.89,85.6,2023-02-14
CAMP-04538,Paid Ads,Bing Ads,Europe,20117,1352,151,46869.9,21392.11,141.67,2023-10-21
CAMP-04539,Influencer,YouTube Influencer,Asia Pacific,20392,771,18,4057.55,10533.28,585.18,2024-04-28
CAMP-04540,Social Media,Instagram,North America,4253,49,0,0.0,889.0,889.0,2023-09-08
CAMP-04541,Paid Ads,Bing Ads,Middle East & Africa,30766,1073,48,8388.33,3737.95,77.87,2024-03-19
CAMP-04542,Influencer,Instagram Influencer,Europe,23568,1543,74,10255.31,15751.13,212.85,2024-09-17
CAMP-04543,Email,Mailchimp,Europe,3508,322,10,1662.42,500.0,50.0,2023-12-31
CAMP-04544,Email,Mailchimp,Latin America,33516,6855,1108,103229.29,1939.87,1.75,2023-12-08
CAMP-04545,Paid Ads,YouTube Ads,Europe,304046,39405,9223,2541116.88,13612.71,1.48,2023-12-05
CAMP-04546,Affiliate,Rakuten,Latin America,67521,2076,187,23562.46,2536.06,13.56,2023-01-03
CAMP-04547,Influencer,Instagram Influencer,Middle East & Africa,38163,1799,56,5738.27,6586.0,117.61,2024-09-16
CAMP-04548,Email,SendGrid,Asia Pacific,11313,2352,187,38493.9,1754.21,9.38,2024-07-19
CAMP-04549,Paid Ads,Bing Ads,Latin America,44008,1467,52,10662.57,5980.97,115.02,2024-02-02
CAMP-04550,Email,Mailchimp,Middle East & Africa,12308,876,28,3461.42,1302.89,46.53,2024-07-17
CAMP-04551,Social Media,LinkedIn,Europe,132550,8554,705,52168.94,7607.39,10.79,2023-07-15
CAMP-04552,Social Media,Instagram,North America,23013,1526,142,28705.28,11468.81,80.77,2023-09-12
CAMP-04553,Influencer,YouTube Influencer,Europe,53073,2259,131,30871.6,11434.42,87.29,2023-09-29
CAMP-04554,Affiliate,CJ Affiliate,North America,126518,16848,2890,677714.97,6041.08,2.09,2023-11-05
CAMP-04555,Influencer,TikTok Influencer,Middle East & Africa,11779,670,24,3325.91,11484.08,478.5,2024-03-01
CAMP-04556,Affiliate,Rakuten,Latin America,25162,1701,199,31575.27,2197.55,11.04,2024-07-07
CAMP-04557,Email,HubSpot,Asia Pacific,21111,7818,984,165695.5,3058.85,3.11,2024-12-28
CAMP-04558,Social Media,LinkedIn,Latin America,42547,678,25,2258.5,4089.65,163.59,2024-08-19
CAMP-04559,Social Media,Facebook,Latin America,4104,43,0,0.0,2025.82,2025.82,2024-03-24
CAMP-04560,Email,SendGrid,Asia Pacific,24275,4490,134,14796.78,1461.6,10.91,2023-07-12
CAMP-04561,Paid Ads,Meta Ads,Asia Pacific,34508,3482,356,86526.1,6967.56,19.57,2023-03-01
CAMP-04562,SEO/Content,Organic Search,North America,38262,11122,1261,218416.8,6766.32,5.37,2023-06-17
CAMP-04563,SEO/Content,Content Hub,Asia Pacific,21256,3224,262,49305.41,4793.12,18.29,2024-03-08
CAMP-04564,Social Media,Twitter,Asia Pacific,26029,1218,90,10316.35,7041.71,78.24,2023-06-13
CAMP-04565,Social Media,Instagram,Middle East & Africa,4541,37,0,0.0,1105.34,1105.34,2023-08-28
CAMP-04566,Email,Mailchimp,Asia Pacific,45418,10861,2029,142934.3,2432.72,1.2,2024-02-15
CAMP-04567,Email,Mailchimp,Europe,6071,688,66,10698.29,2445.27,37.05,2023-01-11
CAMP-04568,Social Media,Instagram,Asia Pacific,23858,734,30,3384.54,4059.74,135.32,2024-02-23
CAMP-04569,Email,HubSpot,North America,46463,19067,5444,1375406.8,3703.05,0.68,2024-11-17
CAMP-04570,Influencer,YouTube Influencer,North America,94912,10197,603,140838.19,25551.92,42.37,2024-03-24
CAMP-04571,Social Media,Twitter,Middle East & Africa,14612,307,8,608.02,3505.76,438.22,2024-09-16
CAMP-04572,Paid Ads,Meta Ads,North America,54125,10035,556,113954.16,23662.67,42.56,2023-06-27
CAMP-04573,Paid Ads,Meta Ads,North America,198611,20052,2490,739107.39,8976.42,3.6,2023-03-22
CAMP-04574,Social Media,Instagram,Middle East & Africa,23242,392,12,1187.28,3346.94,278.91,2024-07-23
CAMP-04575,Influencer,Instagram Influencer,Europe,85611,2875,124,31730.29,8964.6,72.3,2023-01-30
CAMP-04576,Affiliate,CJ Affiliate,North America,10436,1972,504,65726.55,4226.89,8.39,2023-05-11
CAMP-04577,Influencer,Instagram Influencer,Middle East & Africa,24926,831,12,2211.05,5731.31,477.61,2023-01-17
CAMP-04578,Affiliate,CJ Affiliate,Europe,75146,16336,2270,631641.26,3212.11,1.42,2024-11-08
CAMP-04579,Paid Ads,Google Ads,Asia Pacific,20065,1515,113,30011.43,8126.19,71.91,2023-03-01
CAMP-04580,Affiliate,ShareASale,Asia Pacific,8136,700,32,6649.54,1935.69,60.49,2024-11-07
CAMP-04581,Influencer,TikTok Influencer,North America,47340,8146,801,191848.58,21683.39,27.07,2024-05-02
CAMP-04582,Affiliate,ShareASale,Asia Pacific,24585,3880,626,118244.85,2456.65,3.92,2023-09-24
CAMP-04583,SEO/Content,Content Hub,Europe,6574,555,9,1607.55,527.48,58.61,2023-09-28
CAMP-04584,Paid Ads,Meta Ads,Middle East & Africa,5650,108,4,546.4,5071.18,1267.8,2024-03-27
CAMP-04585,Affiliate,ShareASale,Europe,76326,7728,762,95894.58,4558.68,5.98,2023-12-14
CAMP-04586,Email,Mailchimp,Europe,103051,36771,10810,2234571.51,4744.96,0.44,2023-11-21
CAMP-04587,SEO/Content,Content Hub,Asia Pacific,14521,2189,140,24353.5,3658.59,26.13,2024-01-30
CAMP-04588,SEO/Content,Organic Search,Asia Pacific,61892,4948,339,64456.78,2553.27,7.53,2024-06-03
CAMP-04589,Social Media,Instagram,Latin America,45039,2041,68,7021.02,3335.33,49.05,2023-09-13
CAMP-04590,Influencer,TikTok Influencer,North America,3623,97,1,303.86,12610.88,12610.88,2023-07-10
CAMP-04591,Email,Mailchimp,North America,587141,114634,12687,2305897.99,3762.9,0.3,2023-05-03
CAMP-04592,SEO/Content,Blog,Europe,21155,4000,213,26867.69,3743.18,17.57,2024-12-14
CAMP-04593,Affiliate,Rakuten,Latin America,26344,621,15,2525.65,1283.53,85.57,2024-09-20
CAMP-04594,Email,SendGrid,North America,93252,37611,9336,2038574.89,3885.36,0.42,2024-05-11
CAMP-04595,Email,HubSpot,Europe,45428,6505,589,34525.64,1448.33,2.46,2024-09-04
CAMP-04596,Email,HubSpot,Middle East & Africa,56925,6994,423,40750.89,1266.76,2.99,2024-09-24
CAMP-04597,Paid Ads,Meta Ads,Middle East & Africa,20085,795,72,13587.35,9480.42,131.67,2023-11-22
CAMP-04598,Email,SendGrid,North America,59133,11208,1499,379037.31,1953.61,1.3,2023-06-26
CAMP-04599,Influencer,YouTube Influencer,Asia Pacific,8159,358,15,3469.09,12724.5,848.3,2023-09-13
CAMP-04600,Influencer,Instagram Influencer,Europe,10984,1031,59,15096.07,19546.47,331.3,2023-01-22
CAMP-04601,Paid Ads,Meta Ads,Europe,32034,3125,622,196483.78,12939.01,20.8,2023-04-26
CAMP-04602,Influencer,TikTok Influencer,Asia Pacific,142307,9732,488,62387.34,19431.08,39.82,2024-12-02
CAMP-04603,SEO/Content,Content Hub,Latin America,3364,277,14,1468.52,1510.15,107.87,2023-07-16
CAMP-04604,Affiliate,Rakuten,North America,74979,17734,6453,1605944.15,6206.13,0.96,2024-12-09
CAMP-04605,Social Media,Instagram,Asia Pacific,22263,923,30,3955.2,7076.0,235.87,2023-10-29
CAMP-04606,Email,SendGrid,Middle East & Africa,53728,10265,1026,108778.71,2115.54,2.06,2024-06-15
CAMP-04607,SEO/Content,Content Hub,Asia Pacific,3603,473,29,4043.43,3436.7,118.51,2023-01-13
CAMP-04608,Email,Mailchimp,North America,21938,3828,571,80737.66,1962.84,3.44,2024-01-19
CAMP-04609,Influencer,TikTok Influencer,Asia Pacific,14714,751,10,2072.61,13481.94,1348.19,2023-03-15
CAMP-04610,Paid Ads,Meta Ads,Latin America,6541,232,5,1195.9,1733.5,346.7,2024-05-23
CAMP-04611,Affiliate,CJ Affiliate,Latin America,27028,1417,102,11996.69,3190.05,31.28,2024-03-13
CAMP-04612,Social Media,Instagram,Middle East & Africa,3110,42,1,81.52,4406.96,4406.96,2023-11-21
CAMP-04613,Paid Ads,Meta Ads,Latin America,17196,924,57,13500.16,11412.9,200.23,2024-05-24
CAMP-04614,Social Media,Instagram,Asia Pacific,94325,4906,225,29778.27,8329.1,37.02,2024-08-03
CAMP-04615,Influencer,Instagram Influencer,Latin America,27302,559,27,3732.32,8186.29,303.2,2023-12-24
CAMP-04616,Social Media,Instagram,North America,26673,1816,167,38141.71,8872.04,53.13,2024-10-31
CAMP-04617,Affiliate,CJ Affiliate,Europe,21713,1677,164,35901.31,2374.51,14.48,2024-08-29
CAMP-04618,Email,SendGrid,Latin America,8319,397,7,1065.14,918.68,131.24,2023-08-12
CAMP-04619,SEO/Content,Organic Search,Asia Pacific,29628,6353,1078,109683.06,7169.41,6.65,2024-11-11
CAMP-04620,Influencer,Instagram Influencer,Latin America,62386,1455,43,8620.74,6917.22,160.87,2023-09-08
CAMP-04621,Affiliate,CJ Affiliate,Latin America,24364,1323,66,5680.25,1553.54,23.54,2023-06-26
CAMP-04622,Affiliate,ShareASale,Europe,44865,4625,449,112596.7,1892.15,4.21,2023-02-13
CAMP-04623,Email,SendGrid,Asia Pacific,64791,11115,1307,204034.21,3403.45,2.6,2024-09-30
CAMP-04624,Affiliate,Rakuten,Middle East & Africa,25097,516,23,2785.69,1291.74,56.16,2023-12-14
CAMP-04625,Social Media,Facebook,Europe,13250,452,26,3412.88,4906.02,188.69,2024-11-01
CAMP-04626,Email,Mailchimp,Asia Pacific,37252,10248,1544,165990.87,3657.3,2.37,2024-08-10
CAMP-04627,Social Media,Instagram,North America,10383,137,3,366.12,2360.78,786.93,2024-10-19
CAMP-04628,Social Media,Facebook,Europe,32099,2231,245,30514.41,10108.67,41.26,2023-03-20
CAMP-04629,Paid Ads,Google Ads,Asia Pacific,55181,5384,504,117719.44,8640.93,17.14,2024-07-05
CAMP-04630,Influencer,TikTok Influencer,Latin America,18077,498,12,1793.17,13183.53,1098.63,2024-07-02
CAMP-04631,Influencer,YouTube Influencer,North America,16749,1194,53,16836.07,22035.88,415.77,2023-04-17
CAMP-04632,Email,HubSpot,Asia Pacific,26607,6182,1134,310670.85,2790.9,2.46,2023-09-26
CAMP-04633,Email,SendGrid,Asia Pacific,86096,25307,5435,1102358.41,3522.46,0.65,2023-11-09
CAMP-04634,Affiliate,CJ Affiliate,North America,12873,1878,239,53212.72,2531.23,10.59,2024-02-02
CAMP-04635,SEO/Content,Organic Search,Latin America,8228,1097,89,11338.33,2880.51,32.37,2024-10-15
CAMP-04636,Social Media,LinkedIn,Middle East & Africa,31153,909,20,1892.9,5061.48,253.07,2023-12-02
CAMP-04637,Influencer,TikTok Influencer,Latin America,20073,1200,28,2647.77,15109.38,539.62,2023-10-16
CAMP-04638,Influencer,TikTok Influencer,Asia Pacific,22796,897,24,5835.28,19390.55,807.94,2023-05-02
CAMP-04639,Affiliate,CJ Affiliate,Europe,138427,25145,2285,503089.47,8399.14,3.68,2023-10-31
CAMP-04640,Email,HubSpot,Europe,131482,31703,806,185141.45,3570.76,4.43,2024-03-22
CAMP-04641,Social Media,Facebook,Europe,33667,232,2,323.77,2529.26,1264.63,2023-07-07
CAMP-04642,Affiliate,CJ Affiliate,North America,105401,11778,2181,684833.23,2438.52,1.12,2023-10-19
CAMP-04643,Paid Ads,Meta Ads,North America,35700,2951,392,83520.03,17359.54,44.28,2023-10-16
CAMP-04644,SEO/Content,Content Hub,North America,140871,22835,1633,363347.38,5960.12,3.65,2023-04-03
CAMP-04645,SEO/Content,Organic Search,Europe,99480,28819,4149,507859.5,8877.37,2.14,2024-02-21
CAMP-04646,SEO/Content,Content Hub,Asia Pacific,30091,4094,308,25067.13,4414.87,14.33,2024-08-12
CAMP-04647,Email,HubSpot,Europe,28201,7456,1190,135452.38,2100.23,1.76,2024-06-10
CAMP-04648,Email,HubSpot,Middle East & Africa,4064,414,19,2151.6,650.31,34.23,2023-01-21
CAMP-04649,Influencer,YouTube Influencer,Latin America,54838,2637,68,8482.16,13173.05,193.72,2023-01-22
CAMP-04650,Affiliate,CJ Affiliate,North America,26533,804,18,5355.51,971.26,53.96,2023-03-05
CAMP-04651,Social Media,Instagram,Middle East & Africa,34080,1521,49,4263.54,4717.65,96.28,2023-12-11
CAMP-04652,Influencer,Instagram Influencer,North America,16473,747,37,8246.89,8940.38,241.63,2023-01-04
CAMP-04653,Email,SendGrid,Europe,42234,8998,1167,287459.22,3275.43,2.81,2023-10-04
CAMP-04654,SEO/Content,Blog,Middle East & Africa,5650,634,26,2818.63,1044.05,40.16,2024-12-27
CAMP-04655,Paid Ads,Meta Ads,Latin America,21058,1373,53,5884.61,11757.21,221.83,2024-09-22
CAMP-04656,SEO/Content,Content Hub,North America,112418,36072,5064,946214.66,7779.37,1.54,2023-03-03
CAMP-04657,SEO/Content,Content Hub,Latin America,30760,5306,335,28324.98,3364.49,10.04,2023-06-17
CAMP-04658,Influencer,Instagram Influencer,Europe,38400,3601,201,28400.95,26382.37,131.26,2023-07-01
CAMP-04659,Social Media,Twitter,Europe,70250,888,14,2123.65,2471.09,176.51,2023-08-08
CAMP-04660,Influencer,TikTok Influencer,North America,42428,4608,280,55349.77,25420.13,90.79,2024-06-01
CAMP-04661,Email,HubSpot,Middle East & Africa,15931,2943,228,23259.38,1507.06,6.61,2024-02-17
CAMP-04662,Influencer,Instagram Influencer,Europe,11330,392,7,1045.2,9809.56,1401.37,2024-03-20
CAMP-04663,Email,Mailchimp,North America,16440,7230,713,203526.03,2220.77,3.11,2023-07-14
CAMP-04664,SEO/Content,Blog,Europe,20069,2150,226,43806.21,6111.65,27.04,2023-08-20
CAMP-04665,Social Media,Facebook,Middle East & Africa,127621,3281,114,6323.92,3105.65,27.24,2024-06-04
CAMP-04666,Social Media,LinkedIn,Europe,46415,2681,138,21899.9,9061.29,65.66,2024-04-17
CAMP-04667,Affiliate,CJ Affiliate,Middle East & Africa,25680,532,23,4177.17,1629.71,70.86,2024-05-03
CAMP-04668,Affiliate,Rakuten,North America,26908,6257,1343,289315.75,4168.89,3.1,2024-02-20
CAMP-04669,Influencer,YouTube Influencer,Latin America,154565,5821,164,22134.66,5643.02,34.41,2023-04-08
CAMP-04670,Influencer,TikTok Influencer,Asia Pacific,84794,2615,98,15074.39,21586.86,220.27,2024-08-18
CAMP-04671,Affiliate,Rakuten,Middle East & Africa,69286,3218,224,30001.73,1736.02,7.75,2023-04-13
CAMP-04672,Paid Ads,Meta Ads,North America,13206,257,5,2045.43,3923.49,784.7,2024-09-28
CAMP-04673,SEO/Content,Organic Search,Latin America,23731,3004,198,24045.65,4264.05,21.54,2023-04-30
CAMP-04674,SEO/Content,Content Hub,North America,32306,9982,1352,179919.44,2411.25,1.78,2023-12-27
CAMP-04675,Influencer,TikTok Influencer,Middle East & Africa,12057,526,10,1239.96,9144.0,914.4,2024-10-20
CAMP-04676,Affiliate,ShareASale,Asia Pacific,130678,30872,5231,1191917.64,5531.83,1.06,2024-11-07
CAMP-04677,Affiliate,Rakuten,North America,60914,6288,447,172927.42,6504.95,14.55,2023-06-04
CAMP-04678,Influencer,YouTube Influencer,Latin America,95093,2288,64,8431.2,15557.31,243.08,2024-06-30
CAMP-04679,Social Media,LinkedIn,Middle East & Africa,4019,29,0,0.0,1545.4,1545.4,2023-04-07
CAMP-04680,Influencer,Instagram Influencer,Asia Pacific,21649,661,14,2484.21,19173.45,1369.53,2024-09-23
